wine_name,vivino_rating,vivino_num_ratings,vivino_price,vivino_url
2021 Concha y Toro - Marques de Casa Concha Chardonnay Maipo Valley - White - 750 ml - Standard Bottle,4.0,483 ratings,$52,https://www.vivino.com/SG/en/marques-de-casa-concha-chardonnay/w/20726?year=2021&price_id=38662416
NV Franschhoek Cellar - Brut Rose Methode Cap Classique - Rose - 750 ml - Standard Bottle,3.9,231 ratings,N/A,https://www.vivino.com/SG/en/rickety-bridge-methode-cap-classique-brut-rose/w/2328675
2017 Matteo-Correggia - Nebbiolo Roero - Red - 750 ml - Standard Bottle,4.2,167 ratings,N/A,https://www.vivino.com/SG/en/matteo-correggia-la-val-dei-preti-nebbiolo-d-alba/w/1187207?year=2017&price_id=38762358
2019 Pascal Bouchard - Bourgogne Aligote - White - 750 ml - Standard Bottle,3.6,based on all vintages,N/A,https://www.vivino.com/SG/en/pascal-bouchard-reserve-saint-pierre-bourgogne-aligote/w/12474966?year=2019
2017 Black Elephant Vintners - The Back Roads Matoppie Petite Sirah - Red - 750 ml - Standard Bottle,4.1,based on all vintages,$69,https://www.vivino.com/SG/en/za-black-elephant-vintners-the-back-roads-matoppie/w/2773019?year=2017&price_id=35230841
2018 Thousand Candles - Single Vineyard Syrah - Red - 750 ml - Standard Bottle,N/A,Not enough ratings,N/A,https://www.vivino.com/SG/en/thousand-candles-single-vineyard-syrah/w/10886818?year=2018
2012 Donelan Wines - Venus Sonoma County - White - 750 ml - Standard Bottle,4.0,42 ratings,N/A,https://www.vivino.com/SG/en/donelan-venus-roussanne-viognier/w/2265654?year=2012
2017 Negretti - Barbera d'Alba Superiore - Red - 750 ml - Standard Bottle,3.9,43 ratings,N/A,https://www.vivino.com/SG/en/negretti-barbera-d-alba-superiore/w/1691622?year=2017
2018 De Martino - Sauvignon Blanc Parcela 5 - White - 750 ml - Standard Bottle,4.1,42 ratings,N/A,https://www.vivino.com/SG/en/cl-de-martino-parcela-5-sauvignon-blanc/w/2229112?year=2018
2022 Small Wonder - Landscape Riesling - White - 750 ml - Standard Bottle,3.6,72 ratings,N/A,https://www.vivino.com/SG/en/small-wonder-landscape-pinot-noir/w/11125543?year=2022
2018 Two Paddocks - Riesling - White - 750 ml - Standard Bottle,4.0,33 ratings,N/A,https://www.vivino.com/SG/en/konrad-sigrun-noble-two-riesling-sauvignon-blanc/w/2343309?year=2018
2019 Casa Rojo - La Marimorena Albarino - White - 750 ml - Standard Bottle,4.0,562 ratings,$69.95,https://www.vivino.com/SG/en/casa-rojo-la-marimorena-albarino/w/2472031?year=2019&price_id=31673426
2020 The Hilt - Chardonnay Estate Santa Rita Hills,4.0,125 ratings,N/A,https://www.vivino.com/SG/en/the-hilt-estate-chardonnay/w/10139979?year=2020
2001 Capoverso - Vin Santo di Montepulciano - White - 375 ml - Half Bottle,4.3,based on all vintages,N/A,https://www.vivino.com/SG/en/bindella-dolce-sinfonia-occhio-di-pernice-vin-santo-di-montepulciano/w/1174296?year=2001
2019 Moores Hill Estate - Riesling - White - 750 ml - Standard Bottle,3.7,898 ratings,N/A,https://www.vivino.com/SG/en/golubitskoe-estate-villa-romanov-riesling/w/7179427?year=2019
2020 Duckhorn - Decoy Sauvignon Blanc Napa - White - 750 ml - Standard Bottle,4.0,901 ratings,N/A,https://www.vivino.com/SG/en/duckhorn-napa-valley-sauvignon-blanc/w/1128386?year=2020&price_id=2754285
2022 Jermann - Ribolla Gialla Vinnae - White - 750 ml - Standard Bottle,4.0,631 ratings,$74,https://www.vivino.com/SG/en/jermann-vinnae-servus-cella-ribolla-gialla/w/79495?year=2022&price_id=35030450
2019 Caccia Al Piano 1868 - Ruit Hora Bolgheri Superiore - Red - 750 ml - Standard Bottle,4.1,1073 ratings,$63.08,https://www.vivino.com/SG/en/it-caccia-al-piano-ruit-hora/w/98569?year=2019&price_id=35644256
2016 Clos Henri - Pinot Noir - Red - 750 ml - Standard Bottle,3.6,561 ratings,N/A,https://www.vivino.com/SG/en/clos-henri-petit-clos-pinot-noir/w/1126923?year=2016
2019 Moss Wood - Semillon Margaret River - White - 750 ml - Standard Bottle,3.8,based on all vintages,N/A,https://www.vivino.com/SG/en/moss-wood-ribbon-vale-vineyard-semillon-sauvignon-blanc/w/2626277?year=2019&price_id=38762457
2017 Tablas Creek - Esprit de Tablas - Red - 750 ml - Standard Bottle,4.4,88 ratings,N/A,https://www.vivino.com/SG/en/tablas-creek-vineyard-esprit-de-beaucastel/w/5118?year=2017
2018 Barone Pizzini - Franciacorta Rose Brut - Rose - 750 ml - Standard Bottle,4.0,88 ratings,$121,https://www.vivino.com/SG/en/barone-pizzini-franciacorta-rose-edizione/w/1145593?year=2018&price_id=36026756
2018 De Martino - Las Olvidadas Old Vine Series Mezcla Tinta - Red - 750 ml - Standard Bottle,3.8,82 ratings,N/A,https://www.vivino.com/SG/en/cl-de-martino-las-olvidadas-old-vine-series-mezcla-tinta/w/7732701?year=2018
2014 Frauenkirchen Josef Umathum - Pinot Noir Unter Den Terrassen Zu Jois - Red - 750 ml - Standard Bottle,4.1,63 ratings,N/A,https://www.vivino.com/SG/en/umathum-unter-den-terrassen-pinot-noir/w/86936?year=2014
2019 Gerard Xavier - Condrieu L'Arbuel - White - 750 ml - Standard Bottle,3.8,49 ratings,$122,https://www.vivino.com/SG/en/xavier-gerard-condrieu-l-arbuel/w/6091083?year=2019&price_id=39239026
2018 Edmeades Estate - Zinfandel Mendocino County - Red - 750 ml - Standard Bottle,3.9,1497 ratings,$57.60,https://www.vivino.com/SG/en/kendall-jackson-vintner-s-reserve-zinfandel/w/2141?year=2018&price_id=36290576
2020 Bodega Noemia de Patagonia - Malbec A Lisa - Red - 750 ml - Standard Bottle,3.9,30 ratings,N/A,https://www.vivino.com/SG/en/ar-bodega-noemia-a-lisa-semillon-patagonia/w/6003287?year=2020
2017 Gerhard Markowitsch - Ried Rosenberg Carnuntum - Red - 750 ml - Standard Bottle,4.2,229 ratings,N/A,https://www.vivino.com/SG/en/markowitsch-ried-rosenberg-1-otw/w/22631?year=2017
2017 Rodney Strong - Cabernet Sauvignon Estate Alexander Valley - Red - 750 ml - Standard Bottle,3.9,218 ratings,N/A,https://www.vivino.com/SG/en/rodney-strong-estate-cabernet-sauvignon/w/1112359?year=2017
2019 Oscar Szemes - Imperial Blaufrankisch Reserve - Red - 750 ml - Standard Bottle,3.9,based on all vintages,$73,https://www.vivino.com/SG/en/oscar-szemes-imperial-blaufrankisch-reserve/w/5621497?year=2019&price_id=35399141
2019 Masciarelli - Marina Cvetic Montepulciano d'Abruzzo - Red - 750 ml - Standard Bottle,4.1,678 ratings,$129,https://www.vivino.com/SG/en/marina-cvetic-montepulciano-d-abruzzo-riserva/w/93055?year=2019&price_id=34932726
2017 Juliet Victor - Betsek Vineyard Dry Furmint - White - 750 ml - Standard Bottle,4.0,47 ratings,$74,https://www.vivino.com/SG/en/juliet-victor-betsek-szaraz-furmint/w/7356146?year=2017&price_id=34542901
2015 Mitolo - Shiraz G A M McLaren Vale - Red - 750 ml - Standard Bottle,4.1,350 ratings,$82.50,https://www.vivino.com/SG/en/mitolo-g-a-m-shiraz/w/79010?year=2015&price_id=36269158
2017 Juliet Victor - Kiraly Vineyard Dry Furmint - White - 750 ml - Standard Bottle,4.1,50 ratings,$142,https://www.vivino.com/SG/en/juliet-victor-kiraly-szaraz-furmint/w/7735957?year=2017&price_id=29859344
NV Segura Viudas - Reserva Heredad Brut Rosat Cava - White - 750 ml - Standard Bottle,3.9,19286 ratings,N/A,https://www.vivino.com/SG/en/segura-viudas-cava-reserva-heredad-brut/w/5063
2018 Pierre Morey - Bourgogne Chardonnay - White - 750 ml - Standard Bottle,4.1,278 ratings,N/A,https://www.vivino.com/SG/en/pierre-yves-colin-morey-chardonnay-bourgogne/w/2796273?year=2018
2019 Pegasus Bay - Pinot Noir Waipara Valley - Red - 750 ml - Standard Bottle,4.2,218 ratings,$96.50,https://www.vivino.com/SG/en/pegasus-bay-winery-pinot-noir/w/16117?year=2019&price_id=34712999
2018 Podere Il Carnasiciale - IGT Carnasciale - Red - 750 ml - Standard Bottle,4.2,124 ratings,$150,https://www.vivino.com/SG/en/podere-il-carnasciale-carnasciale/w/1168706?year=2018&price_id=30833869
2020 Gerard Julien et Fils - Nuits-Saint-Georges Aux St Julien - Red - 750 ml - Standard Bottle,4.1,based on all vintages,N/A,https://www.vivino.com/SG/en/daniel-bocquenet-nuits-st-georges-aux-saint-julien/w/1129181?year=2020
2020 Masciarelli - Marina Cvetic Chardonnay - White - 750 ml - Standard Bottle,4.2,112 ratings,$152,https://www.vivino.com/SG/en/marina-cvetic-chardonnay/w/93051?year=2020&price_id=39352004
2022 Domaine Philippe Girard - Saint Aubin 1er Cru En La Ranchee,N/A,Not enough ratings,N/A,https://www.vivino.com/SG/en/philippe-girard-saint-aubin-1er-cru-en-la-ranchee/w/12167568?year=2022
2018 Domaine Bordaxuria - Errotik - White - 1.5 L - Magnum,4.3,803 ratings,$113,https://www.vivino.com/SG/en/domaine-de-chevalier-pessac-leognan-grand-cru-classe-de-graves/w/1154913?year=2018&price_id=31791310
2014 Pierre Morey - Bourgogne Chardonnay - White - 750 ml - Standard Bottle,4.1,151 ratings,N/A,https://www.vivino.com/SG/en/pierre-yves-colin-morey-chardonnay-bourgogne/w/2796273?year=2014
2018 Moss Wood - Cabernet Sauvignon Ribbon Vale - Red - 750 ml - Standard Bottle,3.9,based on all vintages,N/A,https://www.vivino.com/SG/en/moss-wood-ribbon-vale-vineyard-cabernet-sauvignon-merlot/w/2055865?year=2018
NV Valdespino - Oloroso Solera 1842 - Brown - 750 ml - Standard Bottle,4.1,677 ratings,$99,https://www.vivino.com/SG/en/valdespino-solera-1842-oloroso-vos/w/1361186?price_id=37148513
2022 Domaine Philippe Girard - Chambolle Musigny Vieilles Vignes,N/A,Not enough ratings,$166,https://www.vivino.com/SG/en/philippe-girard-vieilles-vignes-chambolle-musigny/w/12167579?year=2022&price_id=38976342
2022 Domaine Philippe Girard - Puligny Montrachet Les Enseigneres,N/A,Not enough ratings,$166,https://www.vivino.com/SG/en/philippe-girard-puligny-montrachet-les-enseigneres-blanc/w/12209499?year=2022&price_id=38976352
2016 Eugenio Collavini - Turian Schioppettino Colli Orientali del Friuli - Red - 750 ml - Standard Bottle,4.0,56 ratings,N/A,https://www.vivino.com/SG/en/eugenio-collavini-turian-schioppettino/w/1600467?year=2016&price_id=37556461
2018 Damijan Podversic - IGT Kaplja - White - 750 ml - Standard Bottle,4.1,174 ratings,$99,https://www.vivino.com/SG/en/damijan-podversic-kaplja/w/1445969?year=2018&price_id=31853083
2018 Damijan Podversic - Malvasia - White - 750 ml - Standard Bottle,4.1,174 ratings,$99,https://www.vivino.com/SG/en/damijan-podversic-kaplja/w/1445969?year=2018&price_id=31853083
2018 Damijan Podversic - Nekaj - White - 750 ml - Standard Bottle,4.1,174 ratings,$99,https://www.vivino.com/SG/en/damijan-podversic-kaplja/w/1445969?year=2018&price_id=31853083
2011 Robert Foley Vineyards - Pinot Noir - Red - 750 ml - Standard Bottle,4.3,62 ratings,N/A,https://www.vivino.com/SG/en/robert-foley-vineyards-hudson-vineyard-pinot-noir/w/2810019?year=2011&price_id=37753551
2017 Matteo-Correggia - Roero Riserva Rocche d'Ampsej - Red - 750 ml - Standard Bottle,4.2,118 ratings,N/A,https://www.vivino.com/SG/en/matteo-correggia-roche-d-ampsej-roero-riserva/w/1222394?year=2017&price_id=31730214
2019 Tasca d'Almerita Regaleali - Chardonnay Regaleali - White - 750 ml - Standard Bottle,4.0,156 ratings,N/A,https://www.vivino.com/SG/en/tenuta-regaleali-cygnus-cabernet-sauvignon-nero-d-avola-regaleali/w/1123336?year=2019
2018 Terrazas de Los Andes - Gran Malbec Mendoza - Red - 750 ml - Standard Bottle,4.3,based on all vintages,N/A,https://www.vivino.com/SG/en/terrazas-de-los-andes-gran-malbec/w/4637099?year=2018&price_id=22713485
2020 Archenant Aurelien Verdet - Gevrey Chambertin - Red - 750 ml - Standard Bottle,4.1,26 ratings,N/A,https://www.vivino.com/SG/en/aurelien-verdet-gevrey-chambertin/w/1411160?year=2020
2015 Yalumba - Grenache Hand Picked Tricentary Vines - Red - 750 ml - Standard Bottle,3.8,based on all vintages,N/A,https://www.vivino.com/SG/en/yalumba-hand-picked-mourvedre-grenache-shiraz/w/1552878?year=2015
2017 Cape Mentelle - Cabernet Sauvignon Margaret River - Red - 750 ml - Standard Bottle,4.0,240 ratings,N/A,https://www.vivino.com/SG/en/cape-mentelle-trinders-cabernet-sauvignon-merlot/w/20752?year=2017
2022 00 Wines - Seven Springs Chardonnay,4.3,based on all vintages,$195,https://www.vivino.com/SG/en/zero-zero-wines-seven-springs-chardonnay/w/8264756?year=2022&price_id=39149172
2015 Dry River - Pinot Noir - Red - 750 ml - Standard Bottle,4.0,711 ratings,$72.95,https://www.vivino.com/SG/en/us-sonoma-cutrer-pinot-noir/w/1736489?year=2015&price_id=38970852
2016 Dry River - Pinot Noir - Red - 750 ml - Standard Bottle,4.1,461 ratings,$72.95,https://www.vivino.com/SG/en/us-sonoma-cutrer-pinot-noir/w/1736489?year=2016&price_id=38970852
2009 Dry River - Pinot Noir - Red - 750 ml - Standard Bottle,3.5,27 ratings,$72.95,https://www.vivino.com/SG/en/us-sonoma-cutrer-pinot-noir/w/1736489?year=2009&price_id=38970852
2019 Jermann - Vintage Tunina - White - 750 ml - Standard Bottle,4.3,615 ratings,$146,https://www.vivino.com/SG/en/jermann-vintage-tunina/w/79525?year=2019&price_id=37196828
2018 Le Clos Saint Vincent - Bellet Blanc Vino di Gio - White - 750 ml - Standard Bottle,4.0,29 ratings,$223,https://www.vivino.com/SG/en/sicardi-et-sergi-vino-di-gio-blanc/w/4025626?year=2018&price_id=29609468
2017 Standish - The Relic Shiraz Viognier Barossa Valley - Red - 750 ml - Standard Bottle,4.4,284 ratings,N/A,https://www.vivino.com/SG/en/au-standish-wine-company-the-relic-shiraz-viognier/w/78151?year=2017&price_id=39294614
2017 Tasca d'Almerita Regaleali - Tascante Contrada Rampante - Red - 750 ml - Standard Bottle,4.0,79 ratings,N/A,https://www.vivino.com/SG/en/tenuta-tascante-contrada-rampante-rosso/w/8164782?year=2017
2019 Domaine Tollot-Beaut et Fils - Beaune les Greves - Red - 750 ml - Standard Bottle,4.2,445 ratings,N/A,https://www.vivino.com/SG/en/tollot-beaut-chorey-les-beaune/w/1128920?year=2019
2012 Irvine - Grand Merlot Barossa Valley - Red - 750 ml - Standard Bottle,3.9,77 ratings,$78,https://www.vivino.com/SG/en/elderton-ode-to-lorraine-cabernet-sauvignon-shiraz-merlot/w/1594422?year=2012&price_id=32067876
2020 Lillian - Grenache,3.9,181 ratings,N/A,https://www.vivino.com/SG/en/domaine-lafage-bastide-miraflors-vieilles-vignes-syrah-grenache/w/2347332?year=2020
2012 Eugenio Collavini - Colli Orientali del Friuli Pignolo - Red - 750 ml - Standard Bottle,4.3,41 ratings,$153,https://www.vivino.com/SG/en/eugenio-collavini-pignolo/w/2676359?year=2012&price_id=33702089
2018 Punderich Clemens Busch - Marienburg Felsterrasse Riesling - White - 750 ml - Standard Bottle,N/A,Not enough ratings,N/A,https://www.vivino.com/SG/en/clemens-busch-pundericher-marienburg-riesling-auslese-felsterrasse-trocken/w/6922832?year=2018
2017 Guerrieri Gonzaga - San Leonardo Vigneti Delle Dolomiti - Red - 750 ml - Standard Bottle,4.2,525 ratings,$205,https://www.vivino.com/SG/en/san-leonardo-san-leonardo/w/82235?year=2017&price_id=34547064
2018 Roagna - Barolo la Pira - Red - 750 ml - Standard Bottle,4.4,28 ratings,N/A,https://www.vivino.com/SG/en/roagna-la-pira-barolo-vecchie-viti/w/1264967?year=2018&price_id=38275992
2018 Bodega Noemia de Patagonia - Noemia Malbec - Red - 750 ml - Standard Bottle,4.2,441 ratings,$370,https://www.vivino.com/SG/en/ar-bodega-noemia-malbec/w/2017619?year=2018&price_id=29609640
2016 Il Carnasciale - Caberlot - Red - 750 ml - Standard Bottle,4.3,96 ratings,$380,https://www.vivino.com/SG/en/podere-il-carnasciale-il-caberlot/w/1184188?year=2016&price_id=38959888
2017 Paul Hobbs - Chardonnay Dinner Vineyard Cuvee Agustina Sonoma Mountain - White - 750 ml - Standard Bottle,4.4,based on all vintages,N/A,https://www.vivino.com/SG/en/paul-hobbs-richard-dinner-vineyard-cuvee-agustina-chardonnay/w/87357?year=2017
2014 Rhys - Chardonnay Bearwallow Vineyard,4.2,30 ratings,N/A,https://www.vivino.com/SG/en/rhys-vineyards-bearwallow-vineyard-chardonnay-anderson-valley/w/5232235?year=2014
2016 Rhys - Horseshoe Vineyard Syrah,4.2,based on all vintages,$85,https://www.vivino.com/SG/en/rhys-vineyards-horseshoe-vineyard-syrah/w/2239389?year=2016&price_id=33497449
2017 Rhys - Chardonnay Mt. Pajaro Vineyard,4.2,based on all vintages,N/A,https://www.vivino.com/SG/en/rhys-vineyards-mt-pajaro-vineyard-chardonnay/w/8329290?year=2017
2016 Morlet - Chardonnay Coup de Coeur - White - 750 ml - Standard Bottle,4.5,35 ratings,N/A,https://www.vivino.com/SG/en/morlet-family-vineyards-chardonnay-coup-de-coeur/w/94683?year=2016
2010 Peter Michael Winery - Pinot Noir Le Moulin Rouge Santa Lucia Highlands - Red - 750 ml - Standard Bottle,4.4,30 ratings,N/A,https://www.vivino.com/SG/en/peter-michael-le-moulin-rouge-pinot-noir/w/6893?year=2010
NV Miraval - Fleur De Miraval Exclusivement Rose 2,4.4,594 ratings,N/A,https://www.vivino.com/SG/en/miraval-fleur-de-miraval-exclusivement-rose-champagne/w/8767321
NV Miraval - Fleur De Miraval Exclusivement Rose 3,4.4,594 ratings,N/A,https://www.vivino.com/SG/en/miraval-fleur-de-miraval-exclusivement-rose-champagne/w/8767321
2020 Markus Molitor - Erdener Pralat Riesling Auslese Three Star (White Capsule),4.5,based on all vintages,N/A,https://www.vivino.com/SG/en/markus-molitor-erdener-pralat-riesling-auslese/w/9375795?year=2020
2011 Domaine des Comtes Lafon - Meursault les Perrieres,4.6,93 ratings,N/A,https://www.vivino.com/SG/en/fr-domaine-des-comtes-lafon-meursault-perrieres-premier-cru/w/1756803?year=2011
2014 Cerreto Libri - Liber IGT Rosso Toscano - Red - 750 ml - Standard Bottle,4.0,185 ratings,$65,https://www.vivino.com/SG/en/fattoria-cerreto-libri-liber-rosso-toscano/w/5875185?year=2014&price_id=30832854
2019 Pertaringa - Lakeside Cabernet Sauvignon - Red - 750 ml - Standard Bottle,3.5,419 ratings,N/A,https://www.vivino.com/SG/en/bec-hardy-pertaringa-lakeside-cabernet-sauvignon/w/6132915?year=2019
2019 Pertaringa - Lakeside Shiraz - Red - 750 ml - Standard Bottle,3.6,26 ratings,N/A,https://www.vivino.com/SG/en/bec-hardy-pertaringa-lakeside-shiraz/w/8998997?year=2019
2018 Voyager Estate - Girt by Sea Chardonnay - White - 750 ml - Standard Bottle,3.9,163 ratings,N/A,https://www.vivino.com/SG/en/voyager-estate-girt-by-sea-cabernet-merlot/w/1265881?year=2018&price_id=31801125
2017 Villabella - Valpolicella Ripasso Classico Superiore - Red - 750 ml - Standard Bottle,3.9,45 ratings,N/A,https://www.vivino.com/SG/en/villabella-valpolicella-ripasso-classico-superiore/w/1167072?year=2017
2019 Matteo-Correggia - Arneis - White - 750 ml - Standard Bottle,3.8,300 ratings,N/A,https://www.vivino.com/SG/en/matteo-correggia-roero-arneis/w/97367?year=2019&price_id=39359911
2020 Domaine du Bouchot - Pouilly Fume Terres Blanches - White - 750 ml - Standard Bottle,4.0,317 ratings,$56.67,https://www.vivino.com/SG/en/domaine-du-bouchot-terres-blanches-pouilly-fume/w/9523184?year=2020&price_id=39200495
2018 Leconfield - Cabernet Sauvignon - Red - 750 ml - Standard Bottle,N/A,Not enough ratings,N/A,https://www.vivino.com/SG/en/leconfield-glenroy-siding-cabernet-sauvignon-merlot/w/7341318?year=2018
2017 Anthonij Rupert Wines - Optima - Red - 750 ml - Standard Bottle,4.4,1468 ratings,$57.50,https://www.vivino.com/SG/en/anthonij-rupert-optima/w/1263621?year=2017&price_id=38140034
2017 Howard Park Wines - Miamup Cabernet Sauvignon - Red - 750 ml - Standard Bottle,3.8,272 ratings,N/A,https://www.vivino.com/SG/en/howard-park-miamup-cabernet-sauvignon/w/2174917?year=2017&price_id=34373780
2020 Terra du Mieru - No.14 Riserva del Fondatore - Red - 750 ml - Standard Bottle,4.3,based on all vintages,N/A,https://www.vivino.com/SG/en/terra-du-mieru-no-14-riserva-del-fondatore/w/9666032?year=2020
2020 Jessiaume - Santenay 1er Cru les Gravieres - White - 750 ml - Standard Bottle,4.2,250 ratings,N/A,https://www.vivino.com/SG/en/fr-jessiaume-pere-fils-santenay-1er-cru-les-gravieres-rouge/w/1681600?year=2020
2019 Bodega Noemia de Patagonia - Malbec A Lisa - Red - 750 ml - Standard Bottle,3.8,140 ratings,N/A,https://www.vivino.com/SG/en/ar-bodega-noemia-a-lisa-semillon-patagonia/w/6003287?year=2019
2013 Bodega Noemia de Patagonia - Malbec J Alberto - Red - 750 ml - Standard Bottle,3.3,421 ratings,N/A,https://www.vivino.com/SG/en/bodega-del-fin-del-mundo-postales-cabernet-sauvignon-malbec/w/1134281?year=2013
2016 Fratelli Alessandria - Barolo - Red - 750 ml - Standard Bottle,3.9,237 ratings,N/A,https://www.vivino.com/SG/en/fratelli-alessandria-barolo/w/73618?year=2016&price_id=37753398
2020 Fabien Jouves - Mas del Perie Orange Voilee Chenin Blanc - White - 750 ml - Standard Bottle,4.0,38 ratings,N/A,https://www.vivino.com/SG/en/mas-del-perie-fabien-jouves-orange-voilee/w/3075074?year=2020
2013 Kaiken - Mai - Red - 750 ml - Standard Bottle,3.9,352 ratings,N/A,https://www.vivino.com/SG/en/kaiken-terroir-series-malbec-bonarda-petit-verdot/w/1240258?year=2013
2015 Ceretto - Barbaresco - Red - 750 ml - Standard Bottle,4.0,520 ratings,$122,https://www.vivino.com/SG/en/ceretto-barbaresco/w/2287923?year=2015&price_id=39166662
2015 Il Carnasciale - Caberlot - Red - 1.5 L - Magnum,4.4,205 ratings,$380,https://www.vivino.com/SG/en/podere-il-carnasciale-il-caberlot/w/1184188?year=2015&price_id=38959888
